Time_seq	Hour	Pond	Treatment	Chlorophyll_RFU	Cond_uScm	BGAPC_RFU	ODO_mgL	pH	fDOM_RFU	SpCond_uScm	Temp_C
4	5	ERL152	NF	-0.26	87.9	-0.73	11.74	9.92	3.08	112.93	13.4
4	6	ERL152	NF	-0.26	87.64	-0.75	11.75	9.94	3.05	112.69	13.35
4	8	ERL152	NF	-0.27	87.86	-0.76	11.74	9.94	3.06	112.83	13.42
4	9	ERL152	NF	-0.27	87.97	-0.74	11.74	9.93	3.07	112.84	13.44
4	10	ERL152	NF	0	88.77	-0.73	11.42	9.89	2.58	112.86	13.81
4	11	ERL152	NF	0.14	88.49	-0.73	11.45	9.9	2.57	112.69	13.76
4	12	ERL152	NF	0.23	88.37	-0.72	11.47	9.91	2.6	112.63	13.73
4	13	ERL152	NF	-0.04	88.12	-0.72	11.43	9.91	2.67	112.57	13.64
4	14	ERL152	NF	-0.12	88.11	-0.74	11.45	9.92	2.71	112.6	13.62
4	15	ERL152	NF	-0.05	88.03	-0.71	11.46	9.92	2.72	112.53	13.6
4	16	ERL152	NF	-0.19	87.92	-0.72	11.47	9.91	2.73	112.43	13.57
4	17	ERL152	NF	-0.15	87.9	-0.72	11.48	9.92	2.72	112.4	13.57
4	18	ERL152	NF	-0.01	87.9	-0.71	11.49	9.92	2.72	112.42	13.55
4	19	ERL152	NF	0.72	87.9	-0.67	11.54	9.93	2.67	112.6	13.52
5	20	ERL152	NF	-0.04	87.78	-0.71	11.53	9.92	2.75	112.55	13.48
5	1	ERL152	NF	-0.2	87	-0.67	11.42	9.91	2.89	112.11	13.27
5	2	ERL152	NF	-0.17	86.99	-0.71	11.36	9.9	2.88	112.17	13.24
0	20	ERL85	NF	-0.53	134.4	-2.33	11.77	9.09	-0.17	165	15.29
0	21	ERL85	NF	-0.54	134.57	-2.35	11.79	9.1	-0.17	164.98	15.34
0	22	ERL85	NF	-0.51	134.67	-2.36	11.87	9.12	-0.16	164.89	15.4
0	23	ERL85	NF	-0.5	134.24	-2.34	12.19	9.15	-0.15	164.75	15.31
0		ERL85	NF	-0.52	134.2	-2.31	12.38	9.17	-0.12	164.7	15.3
0	0	ERL85	NF	-0.51	134.12	-2.36	12.4	9.17	-0.14	164.7	15.28
0	1	ERL85	NF	-0.49	133.76	-2.32	12.26	9.16	-0.13	164.67	15.17
0	2	ERL85	NF	-0.49	133.33	-2.32	12.28	9.17	-0.12	164.58	15.05
0	3	ERL85	NF	-0.51	133.03	-2.32	12.19	9.16	-0.12	164.56	14.97
0	4	ERL85	NF	-0.52	132.61	-2.33	12.23	9.16	-0.12	164.32	14.9
0	5	ERL85	NF	-0.52	132.26	-2.32	12.21	9.15	-0.11	164.09	14.85
0	6	ERL85	NF	-0.52	132.16	-2.33	12.14	9.14	-0.1	164.07	14.81
0	7	ERL85	NF	-0.51	131.94	-2.31	12.16	9.14	-0.11	163.95	14.78
0	8	ERL85	NF	-0.52	131.81	-2.31	12.14	9.14	-0.11	163.93	14.74
0	9	ERL85	NF	-0.51	131.8	-2.32	12.16	9.14	-0.11	163.84	14.74
0	10	ERL85	NF	-0.52	131.8	-2.32	12.31	9.16	-0.11	163.76	14.77
0	11	ERL85	NF	-0.52	132.05	-2.33	12.45	9.18	-0.09	163.98	14.81
0	12	ERL85	NF	-0.52	132.42	-2.34	12.36	9.17	-0.12	164.08	14.89
0	13	ERL85	NF	-0.51	132.97	-2.33	11.99	9.13	-0.15	164.28	15.02
0	14	ERL85	NF	-0.51	132.88	-2.32	12.1	9.15	-0.14	164.3	15.01
0	15	ERL85	NF	-0.51	133.08	-2.35	12.03	9.14	-0.15	164.3	15.06
0	16	ERL85	NF	-0.52	133.1	-2.33	11.98	9.14	-0.15	164.3	15.05
0	17	ERL85	NF	-0.51	133.1	-2.32	11.96	9.14	-0.16	164.3	15.05
0	18	ERL85	NF	-0.51	133.08	-2.34	11.96	9.14	-0.16	164.3	15.05
0	19	ERL85	NF	-0.52	132.93	-2.33	11.98	9.14	-0.15	164.3	15.01
1	20	ERL85	NF	-0.49	132.72	-2.32	12.04	9.16	-0.14	164.18	14.97
1	21	ERL85	NF	-0.52	132.63	-2.32	12.07	9.16	-0.15	164.15	14.95
1	22	ERL85	NF	-0.46	132.52	-2.32	12.1	9.16	-0.13	164.1	14.92
1	23	ERL85	NF	-0.49	132.32	-2.32	12.13	9.17	-0.12	164.09	14.86
1		ERL85	NF	-0.46	132.2	-2.36	12.09	9.16	-0.12	164	14.86
1	0	ERL85	NF	-0.48	132.16	-2.3	12.1	9.16	-0.12	164.02	14.84
1	1	ERL85	NF	-0.48	132.05	-2.31	12.07	9.16	-0.12	164	14.81
1	2	ERL85	NF	-0.49	131.93	-2.31	12.01	9.15	-0.12	163.93	14.77
1	3	ERL85	NF	-0.48	131.82	-2.3	11.98	9.15	-0.11	163.9	14.75
1	4	ERL85	NF	-0.5	131.75	-2.31	11.95	9.14	-0.1	163.9	14.72
1	5	ERL85	NF	-0.52	131.65	-2.31	11.92	9.14	-0.1	163.9	14.69
1	6	ERL85	NF	-0.52	131.55	-2.31	11.96	9.14	-0.1	163.88	14.68
1	7	ERL85	NF	-0.5	131.5	-2.32	12.03	9.15	-0.1	163.8	14.67
1	8	ERL85	NF	-0.5	131.5	-2.29	12.08	9.15	-0.11	163.8	14.68
1	9	ERL85	NF	-0.52	131.55	-2.32	12.11	9.16	-0.12	163.8	14.72
1	10	ERL85	NF	-0.53	131.78	-2.32	12.11	9.16	-0.12	163.8	14.77
1	11	ERL85	NF	-0.52	131.92	-2.31	12.2	9.17	-0.13	163.8	14.82
1	12	ERL85	NF	-0.51	132.12	-2.32	12.41	9.2	-0.12	163.76	14.88
1	13	ERL85	NF	-0.51	132.16	-2.32	12.51	9.22	-0.13	163.64	14.93
1	14	ERL85	NF	-0.51	132.09	-2.34	12.64	9.24	-0.13	163.56	14.93
1	15	ERL85	NF	-0.51	131.91	-2.33	12.5	9.22	-0.12	163.51	14.88
1	16	ERL85	NF	-0.49	131.67	-2.3	12.02	9.17	-0.1	163.67	14.77
1	17	ERL85	NF	-0.49	131.36	-2.3	11.93	9.17	-0.1	163.59	14.69
1	18	ERL85	NF	-0.47	131.01	-2.28	11.83	9.17	-0.09	163.52	14.59
1	19	ERL85	NF	-0.47	130.62	-2.28	11.71	9.16	-0.08	163.42	14.49
2	20	ERL85	NF	-0.45	130.05	-2.25	11.57	9.15	-0.07	163.26	14.35
2	21	ERL85	NF	-0.47	129.74	-2.27	11.46	9.14	-0.06	163.15	14.28
2	22	ERL85	NF	-0.46	129.36	-2.24	11.33	9.13	-0.05	163.1	14.17
2	23	ERL85	NF	-0.48	128.97	-2.24	11.2	9.11	-0.05	163.1	14.05
2		ERL85	NF	-0.46	128.8	-2.25	11.14	9.11	-0.08	163.1	13.99
2	0	ERL85	NF	-0.47	128.7	-2.22	11.09	9.1	-0.04	163.1	13.96
2	1	ERL85	NF	-0.47	128.41	-2.21	10.99	9.09	-0.04	163.1	13.86
2	2	ERL85	NF	-0.49	128	-2.22	10.89	9.06	-0.02	163.1	13.73
2	3	ERL85	NF	-0.47	127.57	-2.19	10.79	9.05	-0.01	163.1	13.61
2	4	ERL85	NF	-0.48	127.3	-2.21	10.71	9.04	-0.02	163	13.52
2	5	ERL85	NF	-0.49	127.09	-2.21	10.65	9.03	-0.02	163	13.46
2	6	ERL85	NF	-0.49	126.87	-2.19	10.62	9.01	-0.02	162.95	13.4
2	7	ERL85	NF	-0.5	126.63	-2.19	10.6	9.01	-0.01	162.9	13.33
2	8	ERL85	NF	-0.5	126.48	-2.21	10.58	9	-0.01	162.85	13.3
2	9	ERL85	NF	-0.49	126.36	-2.19	10.6	9	-0.01	162.76	13.29
2	10	ERL85	NF	-0.49	126.3	-2.19	10.64	9.01	-0.02	162.7	13.29
2	11	ERL85	NF	-0.49	126.3	-2.21	10.73	9.02	-0.03	162.62	13.31
2	12	ERL85	NF	-0.5	126.3	-2.21	10.82	9.04	-0.04	162.51	13.34
2	13	ERL85	NF	-0.52	126.3	-2.2	10.99	9.07	-0.03	162.4	13.37
2	14	ERL85	NF	-0.51	126.4	-2.22	11.07	9.08	-0.04	162.4	13.4
2	15	ERL85	NF	-0.51	126.4	-2.22	11.2	9.1	-0.04	162.3	13.43
2	16	ERL85	NF	-0.51	126.4	-2.21	11.2	9.11	-0.05	162.3	13.43
2	17	ERL85	NF	-0.49	126.32	-2.21	11.21	9.11	-0.05	162.24	13.41
2	18	ERL85	NF	-0.5	126.3	-2.22	11.3	9.12	-0.05	162.11	13.43
2	19	ERL85	NF	-0.51	126.25	-2.22	11.3	9.12	-0.05	162.09	13.42
3	20	ERL85	NF	-0.5	126.21	-2.2	11.36	9.13	-0.05	162.01	13.43
3	21	ERL85	NF	-0.49	125.98	-2.21	11.31	9.12	-0.04	162	13.36
3	22	ERL85	NF	-0.48	125.86	-2.2	11.2	9.1	-0.04	162	13.32
3	23	ERL85	NF	-0.46	125.79	-2.2	11.15	9.1	-0.04	162	13.29
3		ERL85	NF	-0.45	125.8	-2.17	11.17	9.1	-0.04	162	13.28
3	0	ERL85	NF	-0.47	125.66	-2.19	11.14	9.09	-0.03	162	13.26
3	1	ERL85	NF	-0.47	125.6	-2.2	11.09	9.09	-0.03	162	13.24
3	2	ERL85	NF	-0.47	125.6	-2.2	10.99	9.07	-0.02	162.12	13.2
3	3	ERL85	NF	-0.46	125.6	-2.2	10.93	9.05	-0.01	162.2	13.19
3	4	ERL85	NF	-0.48	125.6	-2.19	10.89	9.05	-0.01	162.2	13.18
3	5	ERL85	NF	-0.5	125.53	-2.19	10.86	9.04	0	162.2	13.15
3	6	ERL85	NF	-0.5	125.39	-2.19	10.87	9.04	0	162.2	13.11
3	7	ERL85	NF	-0.5	125.3	-2.19	10.89	9.04	0	162.2	13.09
3	8	ERL85	NF	-0.5	125.34	-2.19	10.9	9.05	-0.01	162.2	13.11
3	9	ERL85	NF	-0.51	125.49	-2.2	10.93	9.05	-0.02	162.2	13.16
3	10	ERL85	NF	-0.51	125.44	-2.2	11.01	9.06	-0.02	162.1	13.16
3	11	ERL85	NF	-0.51	125.58	-2.2	11.1	9.08	-0.03	162.01	13.22
3	12	ERL85	NF	-0.53	125.9	-2.21	11.19	9.09	-0.05	162	13.34
3	13	ERL85	NF	-0.52	126.34	-2.22	11.24	9.1	-0.06	162.01	13.47
3	14	ERL85	NF	-0.53	127.3	-2.23	11.21	9.09	-0.09	162.2	13.74
3	15	ERL85	NF	-0.53	127.91	-2.23	11.37	9.11	-0.1	162.18	13.94
3	16	ERL85	NF	-0.52	128.33	-2.25	11.47	9.12	-0.11	162.17	14.08
3	17	ERL85	NF	-0.51	128.62	-2.25	11.61	9.14	-0.12	162.2	14.16
3	18	ERL85	NF	-0.51	128.79	-2.26	11.67	9.15	-0.11	162.17	14.22
3	19	ERL85	NF	-0.5	128.83	-2.26	11.81	9.16	-0.11	162.21	14.23
4	20	ERL85	NF	-0.5	128.34	-2.26	11.85	9.17	-0.1	161.98	14.12
4	21	ERL85	NF	-0.5	128.61	-2.25	11.52	9.13	-0.12	162.22	14.15
4	22	ERL85	NF	-0.5	128.48	-2.25	11.54	9.14	-0.11	162.23	14.12
4	23	ERL85	NF	-0.49	128.35	-2.24	11.61	9.15	-0.1	162.2	14.09
4		ERL85	NF	-0.45	128.7	-2.22	11.49	9.13	-0.11	162.2	14.19
4	0	ERL85	NF	-0.48	128.31	-2.25	11.48	9.12	-0.1	162.21	14.06
4	1	ERL85	NF	-0.49	128.1	-2.24	11.53	9.14	-0.1	162.11	14.02
4	2	ERL85	NF	-0.48	127.92	-2.23	11.8	9.18	-0.08	161.95	14
4	3	ERL85	NF	-0.48	127.66	-2.23	11.92	9.2	-0.07	161.91	13.93
4	4	ERL85	NF	-0.49	127.51	-2.24	11.9	9.2	-0.06	161.87	13.89
4	5	ERL85	NF	-0.5	127.19	-2.23	12.08	9.22	-0.05	161.65	13.84
4	6	ERL85	NF	-0.5	126.96	-2.23	12.12	9.23	-0.05	161.5	13.81
4	7	ERL85	NF	-0.51	126.97	-2.23	11.95	9.2	-0.05	161.57	13.78
4	8	ERL85	NF	-0.5	126.77	-2.23	11.85	9.18	-0.06	161.41	13.77
4	9	ERL85	NF	-0.5	126.47	-2.23	11.86	9.18	-0.06	161.11	13.74
4	10	ERL85	NF	-0.5	126.32	-2.23	11.8	9.16	-0.06	161.1	13.71
4	11	ERL85	NF	-0.5	126.24	-2.22	11.67	9.15	-0.06	161.09	13.68
4	12	ERL85	NF	-0.5	126.2	-2.22	11.58	9.14	-0.06	161.13	13.64
4	13	ERL85	NF	-0.5	126.18	-2.22	11.49	9.13	-0.06	161.27	13.6
4	14	ERL85	NF	-0.5	126.05	-2.22	11.52	9.14	-0.05	161.21	13.58
4	15	ERL85	NF	-0.51	125.82	-2.22	11.58	9.15	-0.05	160.97	13.57
4	16	ERL85	NF	-0.49	125.74	-2.21	11.59	9.15	-0.05	160.89	13.56
4	17	ERL85	NF	-0.49	125.66	-2.22	11.58	9.15	-0.05	160.8	13.56
4	18	ERL85	NF	-0.49	125.56	-2.22	11.6	9.15	-0.05	160.72	13.54
4	19	ERL85	NF	-0.49	125.46	-2.21	11.6	9.15	-0.05	160.7	13.52
5	20	ERL85	NF	-0.48	125.39	-2.21	11.59	9.15	-0.04	160.69	13.5
5	21	ERL85	NF	-0.46	125.4	-2.21	11.56	9.15	-0.04	160.64	13.48
5	22	ERL85	NF	-0.45	125.4	-2.2	11.54	9.14	-0.03	160.86	13.46
5	23	ERL85	NF	-0.46	124.81	-2.19	11.52	9.14	-0.02	160.3	13.41
5		ERL85	NF	-0.46	123.5	-2.2	11.5	9.13	-0.02	158.7	13.39
5	0	ERL85	NF	-0.46	123.5	-2.2	11.45	9.13	-0.02	158.69	13.39
5	1	ERL85	NF	-0.46	123.49	-2.2	11.41	9.12	-0.02	158.75	13.37
5	2	ERL85	NF	-0.46	123.58	-2.19	11.35	9.11	-0.02	158.93	13.35
