Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
6/19/2024;15:52:09;0;greeenland;-0.01;7.21;0;-0.056;0.96;-0.6;0;99.3;100.6;10.14;-0.08;0;0;1.46;1.46;0;5.17;91.1;14.424;-0.048;6.12;0
6/19/2024;15:52:11;0;greeenland;0.02;7.31;0;-0.056;-0.47;-1.08;0;99.3;100.7;10.14;-0.08;0;0;1.48;1.48;0;5.17;91.1;14.433;-0.05;6.11;0
6/19/2024;15:52:13;0;greeenland;0.05;7.39;0;-0.056;-1.97;-1.58;0;99.4;100.7;10.15;-0.08;0;0;1.48;1.48;0;5.17;91.1;14.441;-0.059;6.11;0
6/19/2024;15:52:15;0;greeenland;0.06;7.41;0;-0.056;-3.55;-2.11;0;99.5;100.8;10.15;-0.08;0;0;1.52;1.52;0;5.17;91.1;14.45;-0.051;6.11;0
6/19/2024;15:52:17;0;greeenland;0.06;7.4;0;-0.056;-5.02;-2.6;0;99.5;100.8;10.16;-0.079;0;0;1.53;1.53;0;5.17;91.2;14.452;-0.059;6.11;0
6/19/2024;15:52:19;0;greeenland;0.05;7.38;0;-0.056;-6.55;-3.11;0;99.6;100.9;10.16;-0.079;0;0;1.55;1.55;0;5.17;91.1;14.45;-0.048;6.11;0
6/19/2024;15:52:21;0;greeenland;0.01;7.28;0;-0.056;-7.93;-3.57;0;99.6;100.9;10.17;-0.079;0;0;1.53;1.53;0;5.17;91.1;14.455;-0.059;6.12;0
6/19/2024;15:52:23;0;greeenland;0.03;7.33;0;-0.056;-7.96;-3.58;0;99.7;101;10.17;-0.08;0;0;1.54;1.54;0;4.71;117.6;14.467;-0.062;6.12;0
6/19/2024;15:52:25;0;greeenland;0.04;7.34;0;-0.056;-6.97;-3.25;0;99.7;101;10.17;-0.08;0;0;1.55;1.55;0;10.76;-227.4;14.476;-0.06;6.12;0
6/19/2024;15:52:27;0;greeenland;0.01;7.26;0;-0.056;-5.46;-2.75;0;99.7;101;10.17;-0.08;0;0;1.52;1.52;0;5.63;65.4;14.468;-0.053;6.12;0
6/19/2024;15:52:29;0;greeenland;0.04;7.36;0;-0.056;-3.99;-2.26;0;99.6;100.9;10.16;-0.08;0;0;1.49;1.49;0;5.18;90.5;14.46;-0.055;6.12;0
6/19/2024;15:52:31;0;greeenland;0.07;7.44;0;-0.056;-2.57;-1.78;0;99.5;100.9;10.16;-0.08;0;0;1.49;1.49;0;5.15;92.5;14.452;-0.063;6.13;0
6/19/2024;15:52:33;0;greeenland;0.06;7.4;0;-0.057;-0.84;-1.21;0;99.4;100.8;10.15;-0.08;0;0;1.46;1.46;0;5.27;85.4;14.439;-0.055;6.13;0
6/19/2024;15:52:35;0;greeenland;0.03;7.32;0;-0.057;0.68;-0.7;0;99.4;100.7;10.15;-0.081;0;0;1.45;1.45;0;5.13;93.3;14.421;-0.063;6.13;0
6/19/2024;15:52:37;0;greeenland;0.02;7.28;0;-0.056;2.17;-0.2;0;99.3;100.6;10.15;-0.08;0;0;1.44;1.44;0;4.85;109.3;14.404;-0.053;6.13;0
6/19/2024;15:52:39;0;greeenland;0;7.23;0;-0.057;3.69;0.31;0;99.4;100.7;10.15;-0.081;0;0;1.43;1.43;0;4.94;104.4;14.408;-0.064;6.13;0
6/19/2024;15:52:41;0;greeenland;-0.01;7.19;0;-0.056;5.22;0.82;0;99.4;100.7;10.15;-0.08;0;0;1.43;1.43;0;5.36;80.2;14.417;-0.053;6.13;0
6/19/2024;15:52:43;0;greeenland;-0.01;7.19;0;-0.057;6.46;1.23;0;99.4;100.8;10.15;-0.08;0;0;1.39;1.39;0;5.21;88.8;14.43;-0.063;6.13;0
6/19/2024;15:52:45;0;greeenland;-0.01;7.2;0;-0.056;6.45;1.23;0;99.5;100.8;10.16;-0.08;0;0;1.37;1.37;0;5.04;98.7;14.444;-0.052;6.13;0
6/19/2024;15:52:47;0;greeenland;-0.02;7.17;0;-0.057;6.47;1.23;0;99.5;100.8;10.15;-0.081;0;0;1.4;1.4;0;5.14;92.8;14.447;-0.062;6.13;0
6/19/2024;15:52:49;0;greeenland;-0.02;7.18;0;-0.057;6.47;1.23;0;99.5;100.8;10.15;-0.081;0;0;1.4;1.4;0;5.16;92;14.438;-0.06;6.13;0
6/19/2024;15:52:51;0;greeenland;-0.01;7.2;0;-0.057;6.47;1.23;0;99.5;100.8;10.16;-0.081;0;0;1.41;1.41;0;5.1;95.3;14.422;-0.05;6.13;0
6/19/2024;15:52:53;0;greeenland;-0.02;7.17;0;-0.057;6.46;1.23;0;99.4;100.8;10.16;-0.081;0;0;1.43;1.43;0;5.11;94.7;14.405;-0.059;6.13;0
6/19/2024;15:52:55;0;greeenland;-0.01;7.2;0;-0.057;6.46;1.23;0;99.4;100.8;10.16;-0.082;0;0;1.43;1.43;0;5.11;94.6;14.389;-0.05;6.13;0
6/19/2024;15:52:57;0;greeenland;-0.01;7.21;0;-0.057;6.47;1.23;0;99.4;100.7;10.16;-0.082;0;0;1.46;1.46;0;5.11;94.7;14.367;-0.057;6.13;0
6/19/2024;15:52:59;0;greeenland;0;7.24;0;-0.057;6.48;1.23;0;99.4;100.7;10.17;-0.081;0;0;1.48;1.48;0;5.11;94.7;14.341;-0.052;6.13;0
6/19/2024;15:53:01;0;greeenland;0;7.24;0;-0.057;6.48;1.23;0;99.4;100.8;10.18;-0.081;0;0;1.49;1.49;0;5.11;94.7;14.322;-0.056;6.13;0
6/19/2024;15:53:03;0;greeenland;-0.02;7.17;0;-0.057;6.48;1.24;0;99.5;100.8;10.18;-0.081;0;0;1.49;1.49;0;5.11;94.7;14.304;-0.058;6.13;0
6/19/2024;15:53:05;0;greeenland;-0.03;7.15;0;-0.057;6.49;1.24;0;99.5;100.8;10.19;-0.081;0;0;1.49;1.49;0;5.11;94.6;14.278;-0.06;6.13;0
6/19/2024;15:53:07;0;greeenland;-0.03;7.12;0;-0.057;6.49;1.24;0;99.5;100.8;10.2;-0.081;0;0;1.48;1.48;0;5.11;94.6;14.251;-0.057;6.13;0
6/19/2024;15:53:09;0;greeenland;-0.04;7.1;0;-0.057;6.49;1.24;0;99.5;100.8;10.21;-0.081;0;0;1.49;1.49;0;5.11;94.6;14.218;-0.056;6.13;0
6/19/2024;15:53:11;0;greeenland;-0.04;7.09;0;-0.057;6.48;1.23;0;99.5;100.8;10.21;-0.081;0;0;1.49;1.49;0;5.11;94.6;14.185;-0.056;6.13;0
6/19/2024;15:53:13;0;greeenland;-0.04;7.11;0;-0.057;6.49;1.24;0;99.5;100.9;10.22;-0.081;0;0;1.5;1.5;0;5.11;94.5;14.152;-0.058;6.13;0
6/19/2024;15:53:15;0;greeenland;-0.03;7.14;0;-0.057;6.48;1.24;0;99.6;100.9;10.23;-0.081;0;0;1.5;1.5;0;5.11;94.4;14.127;-0.055;6.13;0
6/19/2024;15:53:17;0;greeenland;-0.02;7.17;0;-0.057;6.47;1.23;0;99.6;101;10.24;-0.081;0;0;1.49;1.49;0;5.11;94.3;14.111;-0.058;6.13;0
6/19/2024;15:53:19;0;greeenland;-0.01;7.19;0;-0.057;6.47;1.23;0;99.7;101;10.25;-0.081;0;0;1.48;1.48;0;5.12;94.2;14.099;-0.057;6.13;0
6/19/2024;15:53:21;0;greeenland;-0.01;7.22;0;-0.057;6.46;1.23;0;99.7;101.1;10.26;-0.081;0;0;1.49;1.49;0;5.12;94;14.087;-0.061;6.13;0
6/19/2024;15:53:23;0;greeenland;-0.01;7.21;0;-0.056;6.47;1.23;0;99.8;101.1;10.27;-0.08;0;0;1.5;1.5;0;5.12;93.9;14.075;-0.047;6.13;0
6/19/2024;15:53:25;0;greeenland;-0.01;7.21;0;-0.057;6.47;1.23;0;99.9;101.2;10.28;-0.081;0;0;1.52;1.52;0;5.12;93.8;14.064;-0.063;6.13;0
6/19/2024;15:53:27;0;greeenland;0.01;7.25;0;-0.056;6.46;1.23;0;99.9;101.2;10.28;-0.08;0;0;1.49;1.49;0;5.13;93.5;14.054;-0.051;6.13;0
6/19/2024;15:53:29;0;greeenland;-0.01;7.19;0;-0.057;6.46;1.23;0;99.9;101.3;10.29;-0.081;0;0;1.46;1.46;0;5.13;93.4;14.041;-0.063;6.13;0
6/19/2024;15:53:31;0;greeenland;0;7.22;0;-0.056;6.48;1.23;0;100;101.3;10.3;-0.08;0;0;1.45;1.45;0;5.13;93.3;14.028;-0.055;6.13;0
6/19/2024;15:53:33;0;greeenland;0;7.24;0;-0.057;6.47;1.23;0;100;101.3;10.3;-0.081;0;0;1.45;1.45;0;5.14;93.1;14.019;-0.061;6.13;0
6/19/2024;15:53:35;0;greeenland;0.01;7.25;0;-0.057;6.47;1.23;0;100;101.4;10.31;-0.081;0;0;1.43;1.43;0;5.14;92.9;14.016;-0.06;6.13;0
6/19/2024;15:53:37;0;greeenland;0;7.25;0;-0.057;6.49;1.24;0;100.1;101.4;10.31;-0.081;0;0;1.42;1.42;0;5.14;92.9;14.005;-0.05;6.13;0
6/19/2024;15:53:39;0;greeenland;0.02;7.28;0;-0.057;6.49;1.24;0;100.1;101.4;10.32;-0.081;0;0;1.4;1.4;0;5.14;92.8;13.991;-0.059;6.13;0
6/19/2024;15:53:41;0;greeenland;0.03;7.33;0;-0.057;6.5;1.24;0;100.1;101.4;10.32;-0.08;0;0;1.37;1.37;0;5.14;92.8;13.97;-0.05;6.13;0
6/19/2024;15:53:43;0;greeenland;0.04;7.35;0;-0.057;6.48;1.23;0;100.1;101.4;10.33;-0.08;0;0;1.38;1.38;0;5.14;92.8;13.949;-0.059;6.14;0
6/19/2024;15:53:45;0;greeenland;0.03;7.32;0;-0.057;6.48;1.23;0;100.1;101.4;10.33;-0.081;0;0;1.36;1.36;0;5.14;92.6;13.928;-0.058;6.14;0
6/19/2024;15:53:47;0;greeenland;0.04;7.35;0;-0.057;6.48;1.24;0;100.1;101.5;10.34;-0.081;0;0;1.39;1.39;0;5.15;92.4;13.896;-0.057;6.14;0
6/19/2024;15:53:49;0;greeenland;0.05;7.37;0;-0.057;6.5;1.24;0;100.2;101.5;10.35;-0.081;0;0;1.41;1.41;0;5.15;92.5;13.872;-0.057;6.14;0
6/19/2024;15:53:51;0;greeenland;0.04;7.35;0;-0.057;6.49;1.24;0;100.2;101.5;10.36;-0.081;0;0;1.39;1.39;0;5.14;92.6;13.854;-0.056;6.14;0
6/19/2024;15:53:53;0;greeenland;0.01;7.27;0;-0.057;6.5;1.24;0;100.2;101.5;10.36;-0.081;0;0;1.41;1.41;0;5.14;92.7;13.837;-0.056;6.14;0
6/19/2024;15:53:55;0;greeenland;0.03;7.33;0;-0.058;6.51;1.24;0;100.2;101.6;10.37;-0.082;0;0;1.42;1.42;0;5.14;92.7;13.821;-0.063;6.14;0
6/19/2024;15:53:57;0;greeenland;0.03;7.32;0;-0.057;6.5;1.24;0;100.3;101.6;10.38;-0.082;0;0;1.43;1.43;0;5.14;92.7;13.798;-0.057;6.14;0
6/19/2024;15:53:59;0;greeenland;0.02;7.28;0;-0.057;6.51;1.24;0;100.3;101.6;10.39;-0.082;0;0;1.44;1.44;0;5.14;92.7;13.775;-0.059;6.14;0
6/19/2024;15:54:01;0;greeenland;0;7.23;0;-0.057;6.51;1.24;0;100.3;101.6;10.39;-0.082;0;0;1.45;1.45;0;5.14;92.6;13.755;-0.057;6.14;0
6/19/2024;15:54:03;0;greeenland;0;7.23;0;-0.057;6.52;1.25;0;100.3;101.7;10.4;-0.082;0;0;1.47;1.47;0;5.14;92.5;13.729;-0.061;6.13;0
6/19/2024;15:54:05;0;greeenland;-0.01;7.2;0;-0.057;6.51;1.24;0;100.4;101.7;10.41;-0.082;0;0;1.44;1.44;0;5.14;92.4;13.707;-0.056;6.13;0
6/19/2024;15:54:07;0;greeenland;-0.01;7.2;0;-0.057;6.51;1.25;0;100.4;101.8;10.42;-0.082;0;0;1.46;1.46;0;5.14;92.5;13.683;-0.062;6.13;0
6/19/2024;15:54:09;0;greeenland;-0.01;7.19;0;-0.057;6.5;1.24;0;100.5;101.8;10.43;-0.082;0;0;1.47;1.47;0;5.14;92.6;13.671;-0.05;6.13;0
6/19/2024;15:54:11;0;greeenland;-0.01;7.21;0;-0.057;6.48;1.23;0;100.6;101.9;10.44;-0.082;0;0;1.47;1.47;0;5.14;92.6;13.661;-0.064;6.13;0
6/19/2024;15:54:13;0;greeenland;0.01;7.25;0;-0.057;6.47;1.23;0;100.6;102;10.45;-0.081;0;0;1.45;1.45;0;5.14;92.5;13.651;-0.048;6.14;0
6/19/2024;15:54:15;0;greeenland;-0.02;7.18;0;-0.058;6.45;1.23;0;100.7;102;10.46;-0.082;0;0;1.45;1.45;0;5.14;92.5;13.64;-0.064;6.14;0
6/19/2024;15:54:17;0;greeenland;-0.03;7.14;0;-0.058;6.45;1.22;0;100.7;102;10.46;-0.082;0;0;1.46;1.46;0;5.14;92.5;13.631;-0.06;6.14;0
6/19/2024;15:54:19;0;greeenland;-0.01;7.2;0;-0.058;6.44;1.22;0;100.7;102.1;10.47;-0.083;0;0;1.47;1.47;0;5.14;92.5;13.628;-0.064;6.14;0
6/19/2024;15:54:21;0;greeenland;0.01;7.25;0;-0.058;6.43;1.22;0;100.8;102.1;10.47;-0.082;0;0;1.48;1.48;0;5.14;92.4;13.624;-0.058;6.14;0
6/19/2024;15:54:23;0;greeenland;0;7.25;0;-0.058;6.42;1.22;0;100.8;102.1;10.47;-0.082;0;0;1.47;1.47;0;5.14;92.6;13.613;-0.054;6.14;0
6/19/2024;15:54:25;0;greeenland;0.02;7.31;0;-0.058;6.44;1.22;0;100.8;102.1;10.48;-0.082;0;0;1.48;1.48;0;5.14;92.7;13.603;-0.057;6.14;0
6/19/2024;15:54:27;0;greeenland;0.02;7.3;0;-0.058;6.44;1.22;0;100.8;102.1;10.48;-0.082;0;0;1.46;1.46;0;5.14;92.9;13.596;-0.051;6.14;0
6/19/2024;15:54:29;0;greeenland;-0.01;7.22;0;-0.058;6.45;1.22;0;100.8;102.2;10.49;-0.082;0;0;1.47;1.47;0;5.13;93;13.587;-0.059;6.14;0
6/19/2024;15:54:31;0;greeenland;0.01;7.25;0;-0.058;6.45;1.22;0;100.8;102.2;10.49;-0.082;0;0;1.47;1.47;0;5.13;93.1;13.575;-0.056;6.14;0
6/19/2024;15:54:33;0;greeenland;-0.01;7.21;0;-0.058;6.46;1.23;0;100.9;102.2;10.49;-0.082;0;0;1.49;1.49;0;5.13;93.2;13.563;-0.059;6.13;0
6/19/2024;15:54:35;0;greeenland;-0.03;7.15;0;-0.057;6.46;1.23;0;100.9;102.2;10.5;-0.082;0;0;1.47;1.47;0;5.13;93.2;13.552;-0.052;6.13;0
6/19/2024;15:54:37;0;greeenland;-0.03;7.14;0;-0.058;6.46;1.23;0;100.9;102.3;10.51;-0.082;0;0;1.48;1.48;0;5.13;93.1;13.544;-0.061;6.13;0
6/19/2024;15:54:39;0;greeenland;-0.02;7.18;0;-0.058;6.47;1.23;0;101;102.3;10.51;-0.082;0;0;1.44;1.44;0;5.13;93.1;13.537;-0.058;6.13;0
6/19/2024;15:54:41;0;greeenland;-0.05;7.09;0;-0.058;6.48;1.24;0;101;102.4;10.52;-0.082;0;0;1.45;1.45;0;5.13;93.2;13.535;-0.057;6.13;0
6/19/2024;15:54:43;0;greeenland;-0.04;7.11;0;-0.058;6.48;1.24;0;101.1;102.4;10.52;-0.082;0;0;1.46;1.46;0;5.13;93.2;13.529;-0.057;6.13;0
6/19/2024;15:54:45;0;greeenland;-0.04;7.11;0;-0.058;6.48;1.23;0;101.1;102.5;10.53;-0.083;0;0;1.47;1.47;0;5.13;93.1;13.525;-0.057;6.13;0
6/19/2024;15:54:47;0;greeenland;-0.03;7.13;0;-0.058;6.48;1.24;0;101.1;102.5;10.53;-0.082;0;0;1.46;1.46;0;5.13;93;13.517;-0.056;6.13;0
6/19/2024;15:54:49;0;greeenland;-0.03;7.15;0;-0.058;6.48;1.24;0;101.2;102.5;10.54;-0.083;0;0;1.44;1.44;0;5.14;92.7;13.508;-0.061;6.13;0
6/19/2024;15:54:51;0;greeenland;0;7.23;0;-0.058;6.48;1.24;0;101.2;102.5;10.54;-0.082;0;0;1.42;1.42;0;5.14;92.5;13.495;-0.057;6.13;0
6/19/2024;15:54:53;0;greeenland;0.01;7.26;0;-0.058;6.48;1.23;0;101.2;102.5;10.55;-0.083;0;0;1.4;1.4;0;5.14;92.4;13.476;-0.064;6.13;0
6/19/2024;15:54:55;0;greeenland;-0.01;7.19;0;-0.058;6.49;1.24;0;101.2;102.6;10.56;-0.082;0;0;1.38;1.38;0;5.15;92.2;13.458;-0.055;6.13;0
6/19/2024;15:54:57;0;greeenland;0;7.22;0;-0.058;6.48;1.24;0;101.2;102.6;10.56;-0.082;0;0;1.4;1.4;0;5.15;92.2;13.441;-0.064;6.13;0
6/19/2024;15:54:59;0;greeenland;-0.03;7.15;0;-0.058;6.48;1.23;0;101.3;102.6;10.57;-0.082;0;0;1.41;1.41;0;5.15;92.1;13.423;-0.054;6.13;0
6/19/2024;15:55:01;0;greeenland;-0.03;7.15;0;-0.058;6.47;1.23;0;101.3;102.6;10.58;-0.082;0;0;1.4;1.4;0;5.15;92;13.406;-0.061;6.13;0
6/19/2024;15:55:03;0;greeenland;-0.02;7.16;0;-0.058;6.48;1.23;0;101.3;102.7;10.58;-0.082;0;0;1.38;1.38;0;5.15;91.9;13.4;-0.052;6.13;0
6/19/2024;15:55:05;0;greeenland;-0.02;7.15;0;-0.058;6.48;1.23;0;101.4;102.7;10.59;-0.083;0;0;1.37;1.37;0;5.16;91.7;13.389;-0.058;6.13;0
6/19/2024;15:55:07;0;greeenland;-0.01;7.21;0;-0.058;6.47;1.23;0;101.4;102.8;10.6;-0.082;0;0;1.37;1.37;0;5.16;91.7;13.376;-0.057;6.13;0
6/19/2024;15:55:09;0;greeenland;-0.02;7.16;0;-0.058;6.48;1.24;0;101.5;102.8;10.6;-0.083;0;0;1.37;1.37;0;5.16;91.7;13.367;-0.064;6.13;0
6/19/2024;15:55:11;0;greeenland;-0.01;7.19;0;-0.058;6.49;1.24;0;101.5;102.9;10.61;-0.082;0;0;1.4;1.4;0;5.15;91.7;13.364;-0.052;6.13;0
6/19/2024;15:55:13;0;greeenland;-0.03;7.15;0;-0.058;6.48;1.24;0;101.6;102.9;10.61;-0.082;0;0;1.41;1.41;0;5.16;91.7;13.367;-0.049;6.13;0
6/19/2024;15:55:15;0;greeenland;0;7.22;0;-0.058;6.49;1.24;0;101.6;102.9;10.62;-0.082;0;0;1.42;1.42;0;5.16;91.7;13.365;-0.06;6.13;0
6/19/2024;15:55:17;0;greeenland;-0.01;7.21;0;-0.057;6.49;1.24;0;101.6;103;10.62;-0.082;0;0;1.41;1.41;0;5.16;91.6;13.367;-0.052;6.13;0
6/19/2024;15:55:19;0;greeenland;0.01;7.27;0;-0.058;6.5;1.24;0;101.7;103.1;10.63;-0.082;0;0;1.41;1.41;0;5.16;91.6;13.382;-0.06;6.13;0
6/19/2024;15:55:21;0;greeenland;0.01;7.27;0;-0.057;6.5;1.24;0;101.7;103.1;10.63;-0.082;0;0;1.42;1.42;0;5.16;91.5;13.398;-0.054;6.13;0
6/19/2024;15:55:23;0;greeenland;0.02;7.29;0;-0.058;6.5;1.24;0;101.8;103.1;10.63;-0.082;0;0;1.42;1.42;0;5.16;91.4;13.407;-0.062;6.13;0
6/19/2024;15:55:25;0;greeenland;0.02;7.3;0;-0.058;6.49;1.24;0;101.8;103.1;10.63;-0.082;0;0;1.44;1.44;0;5.16;91.3;13.41;-0.057;6.13;0
6/19/2024;15:55:27;0;greeenland;0.02;7.29;0;-0.058;6.5;1.24;0;101.8;103.2;10.63;-0.082;0;0;1.45;1.45;0;5.17;91;13.416;-0.061;6.13;0
6/19/2024;15:55:29;0;greeenland;0.01;7.27;0;-0.058;6.5;1.24;0;101.8;103.2;10.63;-0.082;0;0;1.45;1.45;0;5.17;90.9;13.426;-0.059;6.13;0
6/19/2024;15:55:31;0;greeenland;-0.01;7.2;0;-0.058;6.49;1.24;0;101.8;103.2;10.63;-0.082;0;0;1.45;1.45;0;5.17;90.7;13.429;-0.05;6.13;0
6/19/2024;15:55:33;0;greeenland;-0.02;7.16;0;-0.058;6.49;1.24;0;101.9;103.2;10.63;-0.082;0;0;1.46;1.46;0;5.17;90.6;13.433;-0.057;6.13;0
6/19/2024;15:55:35;0;greeenland;-0.03;7.13;0;-0.058;6.49;1.24;0;101.9;103.2;10.63;-0.082;0;0;1.45;1.45;0;5.17;90.7;13.432;-0.058;6.13;0
6/19/2024;15:55:37;0;greeenland;-0.05;7.09;0;-0.058;6.49;1.24;0;101.9;103.3;10.63;-0.082;0;0;1.46;1.46;0;5.17;90.7;13.438;-0.058;6.13;0
6/19/2024;15:55:39;0;greeenland;-0.06;7.03;0;-0.058;6.49;1.24;0;101.9;103.3;10.63;-0.082;0;0;1.45;1.45;0;5.17;90.6;13.444;-0.053;6.13;0
6/19/2024;15:55:41;0;greeenland;-0.05;7.07;0;-0.057;6.48;1.23;0;101.9;103.3;10.64;-0.082;0;0;1.47;1.47;0;5.18;90.5;13.45;-0.05;6.13;0
6/19/2024;15:55:43;0;greeenland;-0.03;7.13;0;-0.058;6.47;1.23;0;101.9;103.3;10.64;-0.082;0;0;1.46;1.46;0;5.18;90.3;13.449;-0.059;6.13;0
6/19/2024;15:55:45;0;greeenland;-0.03;7.14;0;-0.058;6.47;1.23;0;102;103.3;10.64;-0.082;0;0;1.45;1.45;0;5.18;90.2;13.449;-0.058;6.13;0
6/19/2024;15:55:47;0;greeenland;-0.02;7.18;0;-0.058;6.48;1.24;0;102;103.3;10.64;-0.082;0;0;1.44;1.44;0;5.18;90.1;13.443;-0.057;6.13;0
6/19/2024;15:55:49;0;greeenland;-0.02;7.17;0;-0.058;6.47;1.23;0;102;103.3;10.64;-0.083;0;0;1.44;1.44;0;5.18;90.2;13.436;-0.063;6.13;0
6/19/2024;15:55:51;0;greeenland;-0.03;7.13;0;-0.058;6.48;1.23;0;102;103.4;10.65;-0.083;0;0;1.44;1.44;0;5.18;90.2;13.428;-0.058;6.13;0
6/19/2024;15:55:53;0;greeenland;-0.03;7.15;0;-0.058;6.49;1.24;0;102;103.4;10.65;-0.083;0;0;1.45;1.45;0;5.18;90.1;13.418;-0.06;6.13;0
6/19/2024;15:55:55;0;greeenland;-0.06;7.05;0;-0.058;6.49;1.24;0;102;103.4;10.65;-0.083;0;0;1.45;1.45;0;5.19;89.9;13.408;-0.058;6.13;0
6/19/2024;15:55:57;0;greeenland;-0.01;7.19;0;-0.058;6.49;1.24;0;102;103.4;10.66;-0.083;0;0;1.47;1.47;0;5.19;89.7;13.399;-0.059;6.13;0
6/19/2024;15:55:59;0;greeenland;-0.01;7.2;0;-0.058;6.49;1.24;0;102.1;103.4;10.66;-0.082;0;0;1.47;1.47;0;5.19;89.6;13.389;-0.05;6.13;0
6/19/2024;15:56:01;0;greeenland;0;7.22;0;-0.058;6.49;1.24;0;102.1;103.5;10.67;-0.082;0;0;1.47;1.47;0;5.19;89.6;13.389;-0.062;6.13;0
6/19/2024;15:56:03;0;greeenland;0;7.23;0;-0.058;6.5;1.24;0;102.2;103.5;10.67;-0.082;0;0;1.49;1.49;0;5.19;89.6;13.395;-0.053;6.13;0
6/19/2024;15:56:05;0;greeenland;0.01;7.27;0;-0.058;6.5;1.24;0;102.2;103.5;10.67;-0.082;0;0;1.5;1.5;0;5.19;89.7;13.394;-0.061;6.13;0
6/19/2024;15:56:07;0;greeenland;0.01;7.28;0;-0.058;6.5;1.24;0;102.2;103.5;10.67;-0.082;0;0;1.5;1.5;0;5.19;89.8;13.389;-0.052;6.13;0
6/19/2024;15:56:09;0;greeenland;0;7.22;0;-0.058;6.5;1.24;0;102.2;103.5;10.68;-0.082;0;0;1.49;1.49;0;5.19;89.8;13.385;-0.065;6.13;0
6/19/2024;15:56:11;0;greeenland;0;7.22;0;-0.058;6.5;1.24;0;102.2;103.5;10.68;-0.082;0;0;1.49;1.49;0;5.19;89.9;13.377;-0.051;6.13;0
6/19/2024;15:56:13;0;greeenland;0;7.23;0;-0.058;6.5;1.24;0;102.1;103.5;10.67;-0.082;0;0;1.48;1.48;0;5.18;90.1;13.361;-0.058;6.13;0
6/19/2024;15:56:15;0;greeenland;0.01;7.25;0;-0.058;6.48;1.24;0;102.1;103.4;10.68;-0.082;0;0;1.46;1.46;0;5.18;90.3;13.333;-0.058;6.13;0
6/19/2024;15:56:17;0;greeenland;0;7.22;0;-0.058;6.5;1.24;0;102.1;103.4;10.68;-0.082;0;0;1.45;1.45;0;5.18;90.5;13.311;-0.054;6.13;0
6/19/2024;15:56:19;0;greeenland;0;7.23;0;-0.058;6.49;1.24;0;102.1;103.4;10.69;-0.082;0;0;1.47;1.47;0;5.17;90.6;13.297;-0.059;6.13;0
6/19/2024;15:56:21;0;greeenland;0.02;7.29;0;-0.058;6.5;1.24;0;102.1;103.4;10.69;-0.082;0;0;1.47;1.47;0;5.17;90.7;13.281;-0.051;6.13;0
6/19/2024;15:56:23;0;greeenland;0.04;7.36;0;-0.058;6.5;1.24;0;102.1;103.5;10.69;-0.082;0;0;1.47;1.47;0;5.17;90.8;13.27;-0.06;6.13;0
6/19/2024;15:56:25;0;greeenland;0.04;7.36;0;-0.057;6.5;1.24;0;102.2;103.5;10.7;-0.082;0;0;1.45;1.45;0;5.17;90.8;13.269;-0.052;6.13;0
6/19/2024;15:56:27;0;greeenland;0.05;7.4;0;-0.057;6.49;1.24;0;102.2;103.6;10.71;-0.082;0;0;1.46;1.46;0;5.17;90.7;13.277;-0.057;6.13;0
6/19/2024;15:56:29;0;greeenland;0.06;7.43;0;-0.057;6.5;1.24;0;102.3;103.7;10.71;-0.081;0;0;1.44;1.44;0;5.17;90.7;13.287;-0.056;6.13;0
6/19/2024;15:56:31;0;greeenland;0.03;7.32;0;-0.058;6.5;1.24;0;102.3;103.7;10.71;-0.082;0;0;1.43;1.43;0;5.17;90.6;13.292;-0.061;6.13;0
6/19/2024;15:56:33;0;greeenland;0.02;7.3;0;-0.058;6.5;1.24;0;102.4;103.7;10.72;-0.082;0;0;1.44;1.44;0;5.18;90.6;13.292;-0.058;6.13;0
6/19/2024;15:56:35;0;greeenland;-0.02;7.18;0;-0.058;6.51;1.25;0;102.4;103.7;10.72;-0.083;0;0;1.45;1.45;0;5.18;90.4;13.287;-0.063;6.13;0
6/19/2024;15:56:37;0;greeenland;-0.03;7.14;0;-0.058;6.51;1.24;0;102.3;103.7;10.72;-0.082;0;0;1.44;1.44;0;5.18;90.2;13.276;-0.058;6.13;0
6/19/2024;15:56:39;0;greeenland;-0.04;7.12;0;-0.058;6.51;1.24;0;102.3;103.7;10.72;-0.083;0;0;1.43;1.43;0;5.18;90.1;13.26;-0.067;6.13;0
6/19/2024;15:56:41;0;greeenland;-0.04;7.12;0;-0.058;6.51;1.24;0;102.3;103.7;10.72;-0.082;0;0;1.42;1.42;0;5.18;90.1;13.247;-0.055;6.13;0
6/19/2024;15:56:43;0;greeenland;-0.05;7.07;0;-0.058;6.51;1.24;0;102.3;103.7;10.73;-0.083;0;0;1.43;1.43;0;5.19;89.9;13.235;-0.062;6.12;0
6/19/2024;15:56:45;0;greeenland;-0.05;7.07;0;-0.058;6.5;1.24;0;102.4;103.7;10.73;-0.083;0;0;1.45;1.45;0;5.19;89.5;13.229;-0.059;6.12;0
6/19/2024;15:56:47;0;greeenland;-0.04;7.11;0;-0.058;6.5;1.24;0;102.4;103.8;10.74;-0.082;0;0;1.47;1.47;0;5.2;89.2;13.228;-0.059;6.12;0
